10785863,"RESIDENCE J.BOLLARD",10,"PL","ALEXANDRE DUMAS","01000 BOURG EN BRESSE"
10786002,"EHPAD LE CHAPUIS ROMANS",880,"RTE","DU CHAPUIS","01400 ROMANS"
10786010,"EHPAD CH BELLEY",700,"AV","DE NARVIK","01300 BELLEY"
10786036,"EHPAD NANTUA - CH HAUT-BUGEY",50,"R","PAUL PAINLEVE","01130 NANTUA"
10786077,"EHPAD DU CH HAUT-BUGEY",1,"R","BELLEVUE","01108 OYONNAX CEDEX"
10786085,"EHPAD CH PONT DE VAUX",,"CHE","NIVRES","01190 PONT DE VAUX"
10786101,"EHPAD ""LE CORNILLON"" ST RAMBERT  BUGEY",38,"R","DES OTAGES","01230 ST RAMBERT EN BUGEY"
10786119,"EHPAD DES MILLE ETANGS A CHALAMONT",,"PL","DE L'HOPITAL","01320 CHALAMONT"
10786135,"EHPAD ""LA MAISON BOUCHACOURT""",95,"R","CHEVALIER BURTIN","01750 ST LAURENT SUR SAONE"
10786143,"EHPAD  DE MEXIMIEUX SITES LA ROSE D'OR",10,"R","GUICHARDET","01800 MEXIMIEUX"
10786150,"EHPAD SITE DU CH DE MEXIMIEUX",13,"AV","DU DOCTEUR BOYER","01800 MEXIMIEUX"
10786176,"EHPAD ST JOSEPH JASSERON",108,"R","THOMAS RIBOUD","01250 JASSERON"
10786184,"AP MAISON DES PAYS DE L'AIN",,"RTE","NATIONALE","01370 ST ETIENNE DU BOIS"
10786259,"USLD CH DE NANTUA",50,"R","PAUL PAINLEVE","01130 NANTUA"
10786507,"DISPENSAIRE ANTITUBERCULEUX",7,"R","DE FENILLE","01000 BOURG EN BRESSE"
10786523,"CENTRE DE VACCINATION B.C.G.",7,"R","DE FENILLE","01000 BOURG EN BRESSE"
10786531,"CENTRE DE VACCINATION B.C.G.",,"R","DE SAVOIE","01300 BELLEY"
10786549,"CAISSE PRIMAIRE D'ASSURANCE MALADIE",,"PL","DE LA GRENOUILLERE","01011 BOURG EN BRESSE CEDEX"
10786556,"CENTRE DE CONSULTATIONS AVANCE",,,"CHG FLEYRIAT","01440 VIRIAT"
10786671,"CENTRE MEDICO SPORTIF",127,"CRS","VERDUN","01100 OYONNAX"
10786705,"CMP ENFANTS-ADOS ST MAURICE DE BEYNOST",2,"R","HONORE DE BALZAC","01700 ST MAURICE DE BEYNOST"
10786713,"CMP ADULTES BELLEY",,,"ILOT BAUDIN","01300 BELLEY"
10786721,"CMP ENFANTS-ADO AMBERIEU",60,"R","A. BRIAND","01500 AMBERIEU EN BUGEY"
10786754,"CMP ADULTES BELLEGARDE-SUR VALSERINE",6,"R","JEAN MALET","01200 VALSERHONE"
10786762,"A.D.E.A",12,"R","DU PELOUX","01000 BOURG EN BRESSE"
10786812,"DISPENSAIRE ANTIVENERIEN",7,"R","DE FENILLE","01000 BOURG EN BRESSE"
10786853,"FOYER DE VIE SAINT VINCENT",402,"R","DE LA CROIX MOREX","01420 CORBONOD"
10786861,"SERVICE D'ACCUEIL DE JOUR DU COLOMBIER",470,"R","DE LA PIECE VIRIEU LE PETIT","01260 ARVIERE EN VALROMEY"
10786879,"CPEF DE BELLEY",52,"R","GEORGES GIRERD","01300 BELLEY"
10786911,"ESRP ORSAC MANGINI",,12,"R","AIN"
10786929,"MAS LE VILLA-JOIE ST-JUST",120,"CHE","DE LA COUVO","01250 ST JUST"
10787141,"ESAT LA FRETA",548,"R","D'ORCET","01110 PLATEAU D HAUTEVILLE"
10787596,"PORTAGE DE REPAS A DOMICILE",,,,"01800 MEXIMIEUX"
10787612,"SPASAD VSD REYRIEUX",225,"R","LOUIS ANTOINE DURIAT","01600 REYRIEUX"
10787646,"CPEF DE FLEYRIAT",900,"RTE","DE PARIS","01440 VIRIAT"
10787729,"FOYER HEBERG LA FRETA",548,"R","FONTAINE D'ORCET","01110 PLATEAU D HAUTEVILLE"
10787752,"SSIAD ADMR BUGEY AIN VEYLE",588,"CHE","DE LA CHARBONNIERE","01250 CEYZERIAT"
10787778,"SSIAD COLIGNY",,"RES","LE CHAMPEL","01270 COLIGNY"
10787794,"ALARME MEDICO-SOCIALE",58,"R","BOURGMAYER","01000 BOURG EN BRESSE"
10787844,"CSAPA - CENTRE SALIBA",15,"BD","DE BROU","01000 BOURG EN BRESSE"
10787869,"CMP ENFANTS-ADO BELLEGARDE",2,"AV","SAINT-EXUPERY","01200 VALSERHONE"
10787885,"CMP ADULTES BOURG ESPACE VILLARD",6,"R","G VICAIRE","01000 BOURG EN BRESSE"
10787893,"CMP URGENCES LIAISON CH FLEYRIAT",,,,"01440 VIRIAT"
10787927,"CMP ADULTES FERNEY-VOLTAIRE",13,"CHE","DU LEVANT","01210 FERNEY VOLTAIRE"
10787968,"CMP ENFANTS-ADOS TREVOUX",,"ALL","DE L'ESME","01600 TREVOUX"
10787984,"RESIDENCE-ACCUEIL JEUNES LES 3 SAULES",16,"PL","ALEXANDRE DUMAS","01000 BOURG EN BRESSE"
10787992,"SERVICE MJPM ATMP 01",22,"R","MONTHOLON","01000 BOURG EN BRESSE"
10788008,"USLD CH PONT DE VEYLE",,"R","PIERRE GOUJON","01290 PONT DE VEYLE"
10788024,"EHPAD PUBLIC LA MONTAGNE CHATILLON",114,"RTE","DE RELEVANT","01400 CHATILLON SUR CHALARONNE"
10788032,"EHPAD MONTREVEL-EN-BRESSE-FOISSIAT",57,"R","DE L'HOPITAL","01340 MONTREVEL EN BRESSE"
10788040,"EHPAD RESIDENCE AMEYZIEU TALISSIEU",,"R","DE LA BIGANDERIE","01510 TALISSIEU"
10788073,"RESIDENCE LES BLES D'OR",171,"R","DOCTEUR TEMPORAL","01230 ST RAMBERT EN BUGEY"
10788172,"CHRS ADSEA 01",526,"R","PAUL VERLAINE","01960 PERONNAS"
10788214,"SSIAD BELLEGARDE-SUR-VALSERINE",28,"PL","VICTOR BERARD","01200 VALSERHONE"
10788222,"SSIAD LAGNIEU",1170,"ALL","GUY DE LA VERPILLIERE","01150 LAGNIEU"
10788230,"EHPAD CHATEAU DE VERNANGE",,"RTE","DE MONTHIEUX","01390 ST ANDRE DE CORCY"
10788248,"CMP ENFANTS-ADO BELLEY",,,"ILOT BAUDIN","01300 BELLEY"
10788263,"SSIAD MEXIMIEUX",13,"R","DOCTEUR BOYER","01800 MEXIMIEUX"
10788339,"ESAT BELLEGARDE INDUSTRIE",,"AV","PAUL LANGEVIN","01204 BELLEGARDE SUR VALSERINE C"
10788347,"CATTP ENFANTS-ADOS FERNEY-VOLTAIRE",11,"R","DE GENEVE","01210 FERNEY VOLTAIRE"
10788362,"UEMO BOURG-EN-BRESSE",5,"R","D'YPRES","01000 BOURG EN BRESSE"
10788388,"FAM SOUS LA ROCHE TALISSIEU",51,"R","DE LA BIGANDERIE","01510 TALISSIEU"
10788396,"EHP LES OPALINES  NEUVILLE-LES-DAMES",139,"ALL","JEAN BEREVET","01400 NEUVILLE LES DAMES"
10788412,"FOYER HEBERG LES FLORALIES",6,"ALL","VICTOR HUGO","01200 VALSERHONE"
10788438,"EHPAD PLEIN SOLEIL LHUIS",,,,"01680 LHUIS"
10788495,"RESIDENCE  GUSTAVE MONNET",8,"R","RABELAIS","01000 BOURG EN BRESSE"
10788503,"SAAD AMICIAL AIN",1635,"R","DE MAJORNAS","01440 VIRIAT"
10788560,"AP FAT-ORSAC",130,"R","DES TAMARIS","01960 PERONNAS"
10788578,"CENTRE DE SANTE OXANCE OYONNAX",4,"R","DU CHEMIN DE FER","01100 OYONNAX"
10788594,"SSIAD SAINT-RAMBERT-EN-BUGEY",141,"R","CLAUDE MERMET","01230 ST RAMBERT EN BUGEY"
10788610,"MAISON D'ENFANTS LE GRAND LOGIS",180,"R","DE LA VELLAZ","01510 ST MARTIN DE BAVEL"
10788644,"EHPAD CHATEAU DE VALENCE JUJURIEUX",12,"PL","DE LA MAIRIE","01640 JUJURIEUX"
10788669,"EHPAD RESIDENCE CLAIRES FONTAINES",,,,"01150 ST VULBAS"
10788677,"CMP ADULTES OYONNAX",15,"R","J BAPTISTE CLEMENT","01100 OYONNAX"
10788743,"EHPAD LA PERGOLA BOURG-EN-BRESSE",32,"BD","ST NICOLAS","01000 BOURG EN BRESSE"
10788750,"ESAT DIENET",,"RTE","DE SAINT NIZIER","01240 ST PAUL DE VARAX"
10788768,"EHPAD LES CYCLAMENS CHALLEX",554,"R","DE LA TREILLE","01630 CHALLEX"
10788784,"AP DU BUGEY",26,"R","DE LA SCHAPPE","01230 ST RAMBERT EN BUGEY"
10788792,"CMP ADULTES MONTREVEL",,"PL","DE LA RESISTANCE","01340 MONTREVEL EN BRESSE"
10788818,"SSIAD DU PAYS DE GEX",110,"R","GERMAINE TILLION","01630 ST GENIS POUILLY"
10788826,"CENTRE DE SANTE MFASSAM BOURG-EN-BRESS",56,"R","BOURGMAYER","01000 BOURG EN BRESSE"
10788883,"SSIAD MONTREVEL-EN-BRESSE",,"R","DE L'HOPITAL","01340 MONTREVEL EN BRESSE"
10788891,"SSIAD ARTEMARE",29,"R","NEUVE","01510 ARTEMARE"
10788909,"ESAT LES TEPPES",280,"RTE","DE LA CROIX POTENCE","01851 MARBOZ"
10788990,"FOYER HEBERG LES SOURDIERES",37,"ALL","DES SOURDIERES SUD","01851 MARBOZ"
10789006,"UNITE DE DIALYSE BOURG EN BRESSE",6,"R","GAY LUSSAC","01440 VIRIAT"
10789022,"USLD CH DU PAYS DE GEX",160,"R","MARC PANISSOD","01174 GEX CEDEX"
10789030,"EHPAD UTRILLO SAINT-BERNARD",750,"CHE","DE LA MULATI","01600 ST BERNARD"
10789055,"EHPAD VILLA ADELAIDE HAUTEVILLE",44,"R","DU CHATEAU D'EAU","01110 PLATEAU D HAUTEVILLE"
10789105,"SESSAD - APF",12,"BD","DE L'HIPPODROME","01000 BOURG EN BRESSE"
10789147,"LA VATTAY - MIJOUX",,,,"01410 MIJOUX"
10789188,"EHPAD DOLCEA JARDINS MEDICIS BELLEY",271,"CHE","DE CHARIGNIN","01300 BELLEY"
10789204,"EHPAD LES ANCOLIES PERONNAS",131,"R","JEAN MONNET","01960 PERONNAS"
10789220,"EHPAD RESIDENCE CAMILLE CORNIER",40,"ALL","HUGON","01250 CEYZERIAT"
10789295,"SSIAD S.E.R.I.M.AD.D. CHALAMONT",318,,"GRANDE RUE","01320 CHALAMONT"
10789311,"CATTP ADULTES KAIROS",1,"R","DU 23EME RI","01000 BOURG EN BRESSE"
10789394,"S.A.V.S. LE PASSAGE DE BOURG-EN-BRESSE",2,"R","JEAN MOULIN","01000 BOURG EN BRESSE"
10789402,"EHPAD RESIDENCE SEILLON REPOS PERONNAS",,"CHE","DES CARRONNIERES","01960 PERONNAS"
10789410,"CENTRE DE SANTE MFASSAM OYONNAX",8,"R","LAPLANCHE","01100 OYONNAX"
10789428,"CENTRE DE SANTE MFASSAM MONTLUEL",450,"FG","DE LYON","01120 MONTLUEL"
10789451,"CATTP ADULTES OYONNAX",15,"R","J B CLEMENT","01100 OYONNAX"
10789477,"SESSAD LES SAPINS",1,"R","FRANCOISE DOLTO","01100 OYONNAX"
10789535,"RESIDENCE LES PRAGNIERES",55,"R","DES ECOLES","01580 IZERNORE"
10789576,"USLD",941,"CHE","DE VEISSIEUX LE HAUT","01600 REYRIEUX"
10789618,"CHRS TREMPLIN",623,"CHE","D'ETERNAZ","01000 BOURG EN BRESSE"
10789634,"CATTP ADULTES CHATILLON",330,"AV","CHARLES DE GAULLE","01400 CHATILLON SUR CHALARONNE"
10789642,"CMP ADULTES CHATILLON",289,"AV","DUBANCHET","01400 CHATILLON SUR CHALARONNE"
10789675,"CMP ADULTES AMBERIEU",31,"R","DES PLATTES","01500 AMBERIEU EN BUGEY"
10789691,"CMP ADULTES MONTLUEL",284,"AV","DE LA GARE","01120 MONTLUEL"
10789709,"CATTP ADULTES MONTLUEL",284,"AV","DE LA GARE","01120 MONTLUEL"
10789717,"USLD CH D'OYONNAX",1,"R","BELLEVUE","01108 OYONNAX CEDEX"
10789725,"CMP ENFANTS-ADOS OYONNAX",10,"AV","G. CLEMENCEAU","01100 OYONNAX"
10789733,"CATTP ENFANTS-ADOS OYONNAX",10,"AV","G. CLEMENCEAU","01100 OYONNAX"
10789758,"EHPAD KORIAN LES FAUVETTES",177,"AV","GILBERT SARDIER","01330 VILLARS LES DOMBES"
10789790,"SSIAD BRESSE-DOMBES",286,"RTE","DE RELEVANT LA MONTAGNE","01400 CHATILLON SUR CHALARONNE"
10789824,"SAVS DE LA FRETA",548,"R","LA FONTAINE D'ORSET","01110 PLATEAU D HAUTEVILLE"
10789840,"CHRS ORSAC",79,"AV","ROGER SALENGRO","01500 AMBERIEU EN BUGEY"
10789899,"EHPAD VILLA CHARLOTTE ARBENT",,"R","GENERAL ANDREA","01100 ARBENT"
10789915,"EHPAD LES PEUPLIERS BOURG-EN-BRESSE",2,"BD","DES BELGES","01000 BOURG EN BRESSE"
10789949,"EHPAD KORIAN HOME DE CORTEFREDONE",,,,"01310 CURTAFOND"
10789956,"MAS LES MONTAINES MEILLONNAS",23,"CHE","DES MONTAINES","01370 MEILLONNAS"
10789964,"EHPAD KORIAN JARDIN DE BROU",19,"BD","DE L'HIPPODROME","01009 BOURG EN BRESSE CEDEX"
10789980,"EAM MONTANIER CORBONOD",,,"LE CLOS DE GREX","01420 CORBONOD"
10790004,"FOYER DE VIE LA ROCHE FLEURIE",,,,"01300 PREMEYZEL"
10790012,"FAM LA ROCHE FLEURIE PREMEYZEL",,,,"01300 PREMEYZEL"
10790020,"EAM SAINT JOSEPH BEAUPONT",1116,"RTE","DE CORMOZ","01270 BEAUPONT"
10790038,"AP ADAPAYSAGE",,,,"01370 VAL REVERMONT"
10790046,"AP LA TUILERIE",1,"R","FRANCOISE DOLTO","01105 OYONNAX CEDEX"
10790053,"AP MAISON NETTE",,,"BOURG","01250 VILLEREVERSURE"
10790095,"SERVICE AEMO - ADSEA 01",526,"R","PAUL VERLAINE","01960 PERONNAS"
10790103,"DPF ADSEA 01",526,"R","PAUL VERLAINE","01960 PERONNAS"
10790335,"SESSAD LES ALANIERS DE BROU",5,"R","DE LA PROVIDENCE","01000 BOURG EN BRESSE"
10790343,"SAVS APF FRANCE HANDICAP BOURG",4,"R","ANDRE CHARLES BOULE","01000 BOURG EN BRESSE"
10790350,"S.A.V.S. ARTEMARE",33,"R","NEUVE","01510 ARTEMARE"
10790376,"MARPA DE DOMMARTIN",,,"LE BOURG","01380 BAGE DOMMARTIN"
10790384,"MARPA DE MANZIAT",74,"R","DE LA FRERIE","01570 MANZIAT"
20000030,"EHPAD CH HIRSON",40,"R","AUX LOUPS","02500 HIRSON"
20000089,"CH GUISE",858,"R","DES DOCTEURS DEVILLERS","02120 GUISE"
20000097,"CH LA FERE",2,"AV","DUPUIS","02800 LA FERE"
20000105,"CH LE NOUVION-EN-THIERACHE",40,"R","ANDRE RIDDERS","02170 LE NOUVION EN THIERACHE"
20000147,"IME LA FEUILLAUME",,"R","CHARLES LINNE","02100 ST QUENTIN"
20000154,"HJ EPSMD SAINT-QUENTIN",222,"R","DU DOCTEUR CORDIER","02100 ST QUENTIN"
20000162,"CH SAINT-QUENTIN",1,"R","MICHEL DE L'HOSPITAL","02321 ST QUENTIN CEDEX"
20000188,"IME APEI SAINT-QUENTIN HOLNON",6,"R","HENRI DEFRANCE","02760 HOLNON"
20000204,"ESAT APEI SAINT-QUENTIN",52,"R","JEAN COCTEAU","02100 ST QUENTIN"
20000212,"IME SAVART GUISE",561,"R","DES DOCTEURS DEVILLERS","02120 GUISE"
20000238,"IME AEI TERGNIER",31,"R","EDOUARD BRANLY","02700 TERGNIER"
20000246,"CH VERVINS",20,"PL","DE LA LIBERTE","02140 VERVINS"
20000303,"HOPITAL VILLIERS SAINT DENIS",1,"R","VICTOR ET LOUISE MONTFORT","02310 VILLIERS ST DENIS"
20000360,"CLINIQUE COURLANCY SOISSONS",30,"R","DE LA VICTOIRE","02200 SOISSONS"
20000386,"CLINIQUE DE LA ROSERAIE",6,"ALL","OLIVIER MESSIAEN","02200 SOISSONS"
20000394,"CH LAON",33,"R","MARCELIN BERTHELOT","02001 LAON CEDEX"
20000402,"IME EPHESE LIESSE-NOTRE-DAME",,"PL","DE L'HOTEL DE VILLE","02350 LIESSE NOTRE DAME"
20000410,"IME APEI-SOISSONS BELLEU",37,"R","DU BAL CHAMPETRE","02200 BELLEU"
20000428,"IME MOULIN VERT BLERANCOURT",2,"R","BERNARD POTIER","02300 BLERANCOURT"
20000444,"IME APEI-2V COYOLLES",,"R","DU VIEUX CHATEAU","02600 COYOLLES"
20000469,"IME SAVART LA NEUVILLE-BOSMONT",2,,"GRANDE RUE","02250 LA NEUVILLE BOSMONT"
20000477,"IME APEI LAON",6,"R","BUFFON","02000 LAON"
20000485,"IME APEI-2V CHATEAU-THIERRY",14,"R","JULES MACIET","02400 CHATEAU THIERRY"
20000493,"IMPRO AED SISSONNE",6,"R","DE LA SELVE","02150 SISSONNE"
20000519,"CH SOISSONS",46,"AV","DU GENERAL DE GAULLE","02209 SOISSONS CEDEX"
20000527,"IMES EPHESE PROISY",8,"R","LOUIS DEVILLERS","02120 PROISY"
20000535,"CH CHAUNY",94,"SQ","DES ANCIENS COMBATTANTS","02303 CHAUNY CEDEX"
20000543,"ETS PUB SANTE MENTALE DE L'AISNE",,"AV","DE L'HOPITAL","02320 PREMONTRE"
20000634,"EHPAD CRECY-SUR-SERRE",6,"R","DU GENERAL PATTON","02270 CRECY SUR SERRE"
20000915,"SSR JACQUES FICHEUX SAINT-GOBAIN",,"RTE","DE SAINT-NICOLAS","02410 ST GOBAIN"
20001061,"CH CHATEAU-THIERRY",,"RTE","DE VERDILLY","02400 CHATEAU THIERRY"
20001087,"CH HIRSON",40,"R","AUX LOUPS","02500 HIRSON"
20001731,"EA CAPTEIL LIESSE-NOTRE-DAME",20,"R","DE L'ABBE DUPLOYE","02350 LIESSE NOTRE DAME"
20001764,"ATEL. PROT. ST QUENTIN SERVICES",25,"R","DE FLORIMOND","02100 ST QUENTIN"
20001772,"UNITE DE DIALYSE DE CHAUNY",45,"R","PASTEUR","02300 CHAUNY"
20001822,"MECS SERVICE DE SUITE AJP ST QUENTIN",21,"R","DES ARBALETRIERS","02100 ST QUENTIN"
20001855,"FAM EPHESE VERVINS",39,"R","JEAN-MARIE CAILLIARD","02140 VERVINS"
20001871,"SESSAD APF ATHIES-SOUS-LAON",,"R","DES ECOLES","02840 ATHIES SOUS LAON"
20001913,"UNITE DE DIALYSE DE LAON",46,"R","DU 13 OCTOBRE 1918","02000 LAON"
20001939,"SSIAD ADMR FERE-EN-TARDENOIS",14,"R","JULES LEFEBVRE","02130 FERE EN TARDENOIS"
20001954,"PHARMACIE MARLIERE - CORROYER",5,"R","DANTALE","02290 AMBLENY"
20001970,"SELARL PHARMACIE OLIVIER HAMM",4,"PL","ROCHECHOUARD","02320 ANIZY LE GRAND"
20002028,"EHPAD LEFEVRE FLAVY-LE-MARTEL",1,"PL","DU GENERAL DE GAULLE","02520 FLAVY LE MARTEL"
20002044,"EHPAD VENDEUIL",39,"R","SAINT JEAN","02800 VENDEUIL"
20002051,"FOYER THERAPEUTIQUE EPSM AISNE",28,"AV","DE COMPIEGNE","02200 SOISSONS"
20002069,"SERVICE D'AIDE A DOMICILE",1,"AV","DES ECOLES","02270 CRECY SUR SERRE"
20002077,"SELAS PHARMACIE CHARLEMAGNE",64,"R","DES ECOLES","02840 ATHIES SOUS LAON"
20002093,"EHPAD BUIRONFOSSE",10,"R","DU 12E CHASSEUR","02620 BUIRONFOSSE"
20002101,"EHPAD VUIDET",131,"AV","DU GENERAL DE GAULLE","02260 LA CAPELLE"
20002119,"EHPAD CHARLY-SUR-MARNE",4,"R","DE L'ECOLE","02310 CHARLY SUR MARNE"
20002127,"EHPAD CHEVRESIS-MONCEAU",3,"R","DE LA PLACE","02270 CHEVRESIS MONCEAU"
20002135,"EHPAD COUCY-LE-CHATEAU-AUFFRIQUE",4,"PL","DE L'HOTEL DIEU","02380 COUCY LE CHATEAU AUFFRIQUE"
20002143,"EHPAD CREPY",28,"R","MALEZIEUX BRIQUET","02870 CREPY"
20002150,"EHPAD DERCHE ETREILLERS",45,"AV","DU GENERAL DE GAULLE","02590 ETREILLERS"
20002168,"EHPAD LA FERTE-MILON",15,"R","DES GALETS","02460 LA FERTE MILON"
20002176,"EHPAD MRDA LAON",,"RTE","DE LA FERE","02007 LAON CEDEX"
20002184,"EHPAD LIESSE-NOTRE-DAME",16,"R","DU MARECHAL DE TOURVILLE","02350 LIESSE NOTRE DAME"
20002192,"EHPAD MARLE",14,"R","DESAINS","02250 MARLE"
20002200,"EHPAD OULCHY-LE-CHATEAU",4,"R","DE L'HOTEL DIEU","02210 OULCHY LE CHATEAU"
20002218,"EHPAD OREE DES BOIS LECLERE",6,"R","LECLERE GRANDIN","02410 ST GOBAIN"
20002226,"EHPAD SEBONCOURT",24,"R","DE LA VALLEE","02110 SEBONCOURT"
20002242,"EHPAD BOSQUET VILLERS-COTTERETS",2,"R","DU GRAND BOSQUET","02600 VILLERS COTTERETS"
20002259,"EHPAD NEUILLY-SAINT-FRONT",1,"R","JOSEPH LOUER","02470 NEUILLY ST FRONT"
20002317,"SELARL PHARMACIE DES AULNES",10,"R","DE CHAMBRY","02000 AULNOIS SOUS LAON"
20002333,"PHARMACIE RODRIGUES",2,"PL","CHARLES DE GAULLE","02110 BEAUREVOIR"
20002341,"ESAT AEI CHAUNY",73,"AV","JEAN JAURES","02303 CHAUNY CEDEX"
20002358,"CS SAINTE MARIE BOHAIN-EN-VERMANDOIS",29,"R","JEAN JAURES","02110 BOHAIN EN VERMANDOIS"
20002374,"SNC PHARMACIE DU CLOITRE",4,"R","ERNEST ROUSSELOT","02160 BEAURIEUX"
20002390,"SELARL PHARMACIE SEIGNEZ",54,"R","DE TERGNIER","02800 BEAUTOR"
20002408,"RESIDENCE DU LAC AEI TERGNIER",,"IMP","DE L'ETANG","02800 LA FERE"
20002424,"PHARMACIE DE LA PRAIRIE",5,"R","LEON BLUM","02200 BELLEU"
20002440,"CS ASVP SAINT-QUENTIN",5,"R","PAUL DOUMER","02100 ST QUENTIN"
20002457,"PHARMACIE MARLIERE",67,"AV","CHATEAU THIERRY","02200 BELLEU"
20002473,"PHARMACIE BLEUSE",8,"PL","DE L'HOTEL DE VILLE","02300 BLERANCOURT"
20002481,"CMPP ESPOIR GAUCHY",1,"ALL","DE L'ESPOIR","02430 GAUCHY"
20002499,"GIE IRM SCANNER SOISSONS",46,"AV","DU GENERAL DE GAULLE","02200 SOISSONS"
20002507,"IME EPHESE SAINT-QUENTIN",34,"CHE","DE LA TOMBELLE","02100 ST QUENTIN"
20002531,"SELARL PHARMACIE LEVEAUX",3,"PL","DU GENERAL DE GAULLE","02110 BOHAIN EN VERMANDOIS"
20002572,"PHARMACIE IDEE",,"R","33 RUE JEAN JAURES","02110 BOHAIN EN VERMANDOIS"
20002580,"ITEP EPHESE SISSONNE",25,"R","DE REIMS","02150 SISSONNE"
20002598,"SCM CBGD SOISSONS",38,"AV","DU GENERAL DE GAULLE","02200 SOISSONS"
20002614,"PHARMACIE GUYOT",28,"R","FRANCIS DE PRESSENSE","02110 BOHAIN EN VERMANDOIS"
20002630,"PHARMACIE CAMUT",47,"R","DE LA GARE","02450 BOUE"
20002663,"PHARMACIE CENTRALE DE BOURG ET COMIN",1,"PL","DU MARCHE","02160 BOURG ET COMIN"
20002689,"GIE IRM LAON",33,"R","MARCELIN BERTHELOT","02000 LAON"
20002697,"PHARMACIE DEREGNAUCOURT - HAUTUS",49,"PL","CHARLES DE GAULLE","02220 BRAINE"
20002713,"PHARMACIE SARAZIN-TILMANT",14,"PL","DE MAI 1940","02360 BRUNEHAMEL"
20002739,"LITS DE PROXIMITE EPSMD AISNE",26,"R","D'OULCHY LE CHATEAU","02200 BELLEU"
20002747,"PHARMACIE DE BRUYERES",2,"PL","DU GENERAL DE GAULLE","02860 BRUYERES ET MONTBERAULT"
20002762,"PHARMACIE GAILLARD P & F",,"PL","DE LA MAIRIE","02880 BUCY LE LONG"
20002788,"CENTRE PSYCHOTHERAPIQUE  EPSMD AISNE",1,"R","VICTOR ET LOUISE MONTFORT","02310 VILLIERS ST DENIS"
20002796,"PHARMACIE DE BUIRONFOSSE",8,"R","11 NOVEMBRE 1918","02620 BUIRONFOSSE"
20002812,"PHARMACIE LAZZARANO",68,"R","DU GENERAL DE GAULLE","02260 LA CAPELLE"
20002846,"PHARMACIE AUBRY",44,"R","DU GENERAL DE GAULLE","02260 LA CAPELLE"
20002861,"SELARL PHARMACIE VAN INGHELANDT",28,"R","DU GENERAL AUGEREAU","02420 LE CATELET"
20002895,"PHARMACIE DES CORDELIERS",67,"R","EMILE MORLOT","02310 CHARLY SUR MARNE"
20002911,"PHARMACIE LAFORGE",14,"R","ARISTIDE BRIAND","02800 CHARMES"
20002945,"PHARMACIE DE L'ISLE",41,"R","CARNOT","02400 CHATEAU THIERRY"
20002960,"PHARMACIE DE LA TOUR",7,"R","DU GENERAL DE GAULLE","02400 CHATEAU THIERRY"
20002978,"PHARMACIE BOYAVAL",45,"AV","DE LA LIBERTE","02300 OGNES"
20002994,"PHARMACIE  DE LA FONTAINE",13,"PL","JEAN DE LA FONTAINE","02400 CHATEAU THIERRY"
20003018,"SAVS APAJH SAINT-QUENTIN",10,"AV","ARCHIMEDE","02100 ST QUENTIN"
20003026,"PHARMACIE BAYANE",46,,"GRANDE RUE","02400 CHATEAU THIERRY"
20003075,"PHARMACIE DE L'OMOIS",62,"R","CARNOT","02400 CHATEAU THIERRY"
20003091,"PHARMACIE DU GOLF",,,"ROUTE DE SOISSONS","02400 CHATEAU THIERRY"
20003125,"SELARL PHARMACIE DE CHAUNY",37,"BD","D ANDENNE","02300 CHAUNY"
20003141,"SELARL PHARMACIE DE BERGHEIM",40,"BD","DE BERGHEIM","02300 CHAUNY"
20003174,"SELARL PHARMACIE D'HILLY",42,"R","DE LA REPUBLIQUE","02300 CHAUNY"
20003190,"PHARMACIE PONTHIEUX",10,"R","DE LA REPUBLIQUE","02300 CHAUNY"
20003208,"GIE IMAGERIE MEDICALE DU VERMANDOIS",1,"BD","DU DOCTEUR SCHWEITZER","02100 ST QUENTIN"
20003224,"SELARL PHARMACIE DE LA CHAUSSEE",61,"R","DE LA CHAUSSEE","02300 CHAUNY"
20003240,"SELARL LA PHARMACIE DE LA REPUBLIQUE",34,"R","DE LA REPUBLIQUE","02300 CHAUNY"
20003265,"SELARL PHARMACIE DE CHEZY SUR MARNE",10,,"GRANDE RUE","02570 CHEZY SUR MARNE"
20003281,"SELARL PHARMACIE BROCHOT",10,"R","DE BORDEAUX","02210 COINCY"
20003315,"SELARL RAMANITRA",16,,"GRANDE RUE","02330 CONDE EN BRIE"
20003331,"PHARMACIE CASTRONOVO",3,"R","PIERRE CURTIL","02820 CORBENY"
20003364,"PHARMACIE JEANNIN",2,"AV","ALTENKESSEL","02380 COUCY LE CHATEAU AUFFRIQUE"
20003380,"PHARMACIE TASSERIT-PERRIER",1029,"R","GAMBETTA","02200 COURMELLES"
20003414,"SELAS PHARMACIE DE LA TOUR",5,"PL","DES ALLIES","02270 CRECY SUR SERRE"
20003463,"SELARL PHARMACIE DE CREPY",5,"R","MALEZIEUX BRIQUET","02870 CREPY"
20003497,"SELAS PHARMACIE DE CREZANCY",412,"R","DE L EGLISE","02650 CREZANCY"
20003513,"PHARMACIE DE CROUY",10,"R","DES LOUPS","02880 CROUY"
20003547,"PHARMACIE LEVAUX-DEMONCEAUX",5,,"GRAND'RUE","02880 CUFFIES"
20003562,"PHARMACIE DE LA VOIE ROMAINE",57,,"GRANDE RUE","02340 DIZY LE GROS"
